name,short_description,detail,tags,established_date,size,address,branches,impressum_link,website
Instant Waves Media GmbH,Full Service Production Company,"Instant Waves Media is a full service film and media production-house based in the heart of Kreuzberg, Berlin. Our versatile team shapes content for domestic and international brands and media publishers, feeling at home in both fiction and documentary. From commercials, branded content and music features to TV and Web series, we focus on creating authentic content that turns brand-communication into compelling entertainment and real customer experience – beyond clicks and sales. Thanks for swinging by – Nice to meet you!","Konzeption, Produktion, Werbung, Branded Content, Music Videos, Animation, Games",2015,5—9,Instant Waves Media GmbHD-10961 BerlinDeutschland,"Werbeagenturen
Film/
Video
Werbung",http://www.instantwaves.com/impressum/,http://www.instantwaves.com/
K&K mystery shopping and more GmbH,Marktforschungs- und Beratungsagentur,"K&K mystery shopping and more GmbH: Wer steckt dahinter? Unser Unternehmen ist eine inhabergeführte Marktforschungs- und Beratungsagentur, welche sich zentral mit der Erstellung von Mystery Research- bzw. Kundenzufriedenheitsanalysen beschäftigt. Es liegt uns stets sehr am Herzen, nicht nur die Zufriedenheit Ihrer Kunden in den Fokus zu rücken, sondern auch die Zufriedenheit unserer eigenen Kunden zu bedenken. Daher finden wir für jeden Kunden eine individuelle Lösung. Es spielt für uns keine Rolle, ob Sie ein kleines, ein mittelständisches oder ein Großunternehmen haben – wir sind gerne und vor Ort für Sie da. Wir führen sowohl im B2B- als auch im B2C-Bereich Untersuchungen durch. Wir erstellen für Sie individuelle und anspruchsvolle Analysen, die genauestens auf Ihre Bedürfnisse sowie auf die Ihres Unternehmens abgestimmt sind. Besondere Testkundenprofile und Anforderungen stellen dabei kein Hindernis für uns dar. Es hat darüber hinaus für uns Priorität, nicht nur während der Projekte für Sie da zu sein: Wir bauen auf eine intensive After-Sales-Betreuung, um Ihnen nachhaltige Unterstützung und Verbesserungen zu garantieren. Nur wenn Sie mit uns zufrieden sind, sind wir es auch. K&K – mystery shopping and more GmbH wurde 2009 gegründet und besteht momentan aus einem sympathischen, mehrköpfigen Team.","Test, Kunde, Mystery, Shopping, Marktforschung, Kauf, Service",2017,5—9,K&K mystery shopping and more GmbHD-18057 RostockDeutschland,"Location-
Agenturen
Eventagenturen
Werbeagenturen",https://www.mystery-shopping-and-more.de/Impressum/,https://www.mystery-shopping-and-more.de/
Cody Digitale Kompetenzen für Kinder und Jugendliche,Digitale Kompetenzen für Kinder und Jugendliche,Cody vermittelt Kindern und Jugendlichen nachhaltig und begeisternd einen kompetenten Umgang mit digitalen Medien und Technik sowie die Grundlagen des Programmierens.,"Digital, Kinder, Jugendliche",,5—9,Cody Digitale Kompetenzen für Kinder und JugendlicheD-30173 HannoverDeutschland,"Internetagenturen
Entwicklung
Web-
Konzepter",,https://www.cody.de/de
Sahara Werbeagentur GmbH,"Die Full-Service-Werbeagentur in Stuttgart für digitale und klassische Markenkommunikation, die IHR Ding macht.","SAHARA ist die Full-Service-Werbeagentur in Stuttgart für digitale und klassische Markenkommunikation, die Ihr Ding macht und nicht ihr Ding. Denn wir richten uns konsequent an Ihren Bedürfnissen aus. Genauso konsequent, wie wir uns beim Storytelling, der Content- oder Kampagnenentwicklung an Ihrer Markenidentität und den Bedürfnissen Ihrer Zielgruppe ausrichten.Dabei bieten wir Full-Service von der Strategie über die Konzeption bis hin zur Umsetzung – von A wie Anzeige oder App bis W wie Webdesign oder Webentwicklung. Und wenn es irgendwann einmal eine Disziplin mit X, Y oder Z gibt, bekommen wir das sicher auch geregelt.Wir arbeiten in medienübergreifenden Teams vom Digital Native über den hybriden Berater bis hin zum klassischen Werber. Alle auf einer Etage und mit integrierter Denke. So unterstützen wir Sie gerne ganzheitlich bei all Ihren Kommunikationsaufgaben. Das komplette Programm oder nur Teile davon. Wir bieten Ihnen exakt die Leistungen, die Sie wünschen. Ganz einfach und unkompliziert. Versprochen.","Marke, Kommunikation, Digital, Klassisch, Strategie, Konzeption, Umsetzung, Online, Print, Out-Of-Home, Bewegtbild, Live-Kommunikation, Direktmarketing, Pos, Webentwicklung, Typo3, Wordpress",,10—19,Sahara Werbeagentur GmbHD-70190 StuttgartDeutschland,"Werbeagenturen
Internetagenturen",https://www.sahara.de/impressum.html,https://www.sahara.de/
visavis Filmproduktion GmbH,Filmproduktion; MotionControl; Filmstudio,"Wer wir sindDie visavis Filmproduktion GmbH ist als Medienunternehmen seit mehr als 20 Jahren am Standort Berlin und weltweit tätig. Wir haben uns eine einzigartige Produktionsumgebung geschaffen. Heute vereinen wir drei Arbeitsbereiche unter einem Dach:Die Filmproduktion – visavisHier erschaffen wir Commercials, Imageproduktionen und Dokumentationen, die vor allem mit einem Punkten: Ideenreichtum. Geht es um ein Konzept für den Social-Media-Einsatz, um klassische TV-Werbung oder um die Dokumentation einer Veranstaltung? Film ist nicht gleich Film, wenn es um die unterschiedlichen Kanäle geht, die heute zur Verfügung stehen. Wir haben Spaß daran, die Dinge so auf Maß zu schneidern, dass die Zielgruppe dran bleibt – online oder offline wie z.B. am POS oder auf Messen. Heute zählen Agenturen, Industrie- und Dienstleistungsunternehmen, Institutionen der öffentlichen Hand sowie fast alle deutschsprachigen Sender zu unseren Auftraggebern. [visavisfilm.de]mastermoves Motion ControlUnter dem Label mastermoves Motion Control haben wir unser Motion Control- und Robotics-KnowHow gebündelt. Viele Spielfilme und Commercials, die von ausgefallenen visuellen Effekten leben, waren nur möglich durch den Mix an Kreativität, KnowHow und technischem Verständnis, den wir in jedes Projekt einbringen. Unsere Motion Control-Teams betreiben ihre Magie tagtäglich – entweder im Berliner Hangar Studio oder an einem anderen Ort irgendwo zwischen Lissabon und Bukarest. [mastermoves.de]Hangar StudioUnser Hangar Studio ist das Ergebnis einer konsequenten Weiterentwicklung unserer Möglichkeiten. Über den Zeitraum von einem Jahr haben wir einen denkmalgeschützten Flugzeughangar auf dem Gelände des ehemaligen Flughafens Berlin Johannisthal in ein High-Tech Film- & Eventstudio verwandelt. Wo einst die Pioniere der Luftfahrt an ihren „fliegenden Kisten“ arbeiteten, entstehen heute Commercials, Spielfilme sowie Dokumentationen und finden zahlreiche Events statt. [hangar.de]","Filmproduktion, Filmstudio, Motion Control, Akquise, Account Manager, Kundenberatung",1996,20—49,visavis Filmproduktion GmbHD-12489 BerlinDeutschland,"Werbeagenturen
Film/
Video
Werbung",https://visavisfilm.de/,https://visavisfilm.de/
Faktor E Multimedia GmbH,Internetagentur in Bonn,"Wir, die Faktor E GmbH, sind eine Internetagentur in Bonn mit einem kleinen, spezialisierten Team, welches vorwiegend mit TYPO3 und WordPress, teilweise auch mit Imperia und Magento arbeitet. Bereits seit knapp 20 Jahren realisieren wir spannende und innovative Projekte für Unternehmen aus den verschiedensten Branchen. Zu unseren Kunden zählen wir beispielsweise die Telekom Baskets Bonn, den Naturschutzbund Deutschland, die Restaurantkette Vapiano sowie den Verkehrsverbund Rhein-Sieg.","Typo3, Java, Web, HTML5, CSS, Wordpress",1997,5—9,Faktor E Multimedia GmbHPoppelsdorfer Allee 104D-53115 BonnDeutschland,"Screendesign
Internetagenturen
Corporate Designer",https://www.faktor-e.de/impressum/,https://www.faktor-e.de/
The Art Of New GmbH,Agentur für Bewegtbild-Content und Social Media,Wir agieren als Think Tank und haben eine Stärke bei der Entwicklung innovativer Konzepte. Dabei bedienen wir ein breites Spektrum – vom umsetzungsorientierten Vermarktungskonzept über die Entwicklung neuer Produkte & Services bis hin zu der Konzeption von Online-Portalen mit einem speziellen Augenmerk auf Bewegtbild-Content und Social Media Inhalte.,,2017,5—9,The Art Of New GmbHD-80539 MünchenDeutschland,"Film/
Video
Internetagenturen
Corporate Designer",http://the-art-of-new.de/impressum/,http://the-art-of-new.de/
COR Berlin Kommunikation GmbH,PR Agentur für Lifestyle-Kunden,"COR Berlin ist eine inhabergeführte Agentur für Kommunikation mit Sitz in Berlin Mitte. Unser Kundenportfolio deckt die Bereiche Tourismus, Interior Design, Food, Mode und Beauty ab – Dinge, die die Welt ein bisschen schöner machen. Wir bieten Public-Relations- sowie Social-Media-Beratung und -Umsetzung. Unsere Wurzeln liegen in der klassischen PR, wobei wir uns bei unseren Kommunikationskonzepten keine Grenzen setzen.","PR, Pr Agentur, Public Relations, Pressearbeit, Marketing, Kommunikation, Interior Design",2010,10—19,COR Berlin Kommunikation GmbHD-10179 BerlinDeutschland,"Werbeagenturen
PR-
Agenturen",,http://www.cor-berlin.com/
Discovery Deutschland,Medien- und Entertainmentunternehmen,"Die Discovery Communications Deutschland GmbH & Co. KG mit Sitz in München ist eine 100-prozentige Tochter des weltweit führenden amerikanischen Medien- und Entertainmentunternehmens Discovery, Inc.. Rund 3 Milliarden Zuschauer in 220 Ländern und Territorien können die qualitativ hochwertigen Programme empfangen. Discovery wird in Deutschland durch die Free-TV-Sender DMAX, TLC und Eurosport 1 sowie durch die Pay-TV Kanäle Discovery Channel, Animal Planet und Eurosport 2 repräsentiert.",,,200—499,Discovery DeutschlandD-80538 MünchenDeutschland,"Werbeagenturen
Film/
Video",,https://www.discovery-networks.de/
TryNoAgency – TroNa GmbH,Werbung / Marketing / Kommunikation,"2011 von Stefan Nagel und Friedrich Tromm gegründet, bietet TryNoAgency disruptive Kommunikationslösungen für über 60 Unternehmen. Mit einem Kernteam von lediglich fünfzehn festen Mitarbeitern und einem Netzwerk von rund 150 Kreativen betreut TryNoAgency ein umfassendes Markenportfolio. Neben Strategie, OOH und TV nutzt die Agentur auch unkonventionelle Touchpoints, um maximale Performance für jeden Auftraggeber zu generieren. So wurde TryNoAgency im vergangenen Jahr auf Platz Acht im Ranking der Neugeschäftsagenturen gewählt.",,2011,10—19,TryNoAgency – TroNa GmbHD-10117 BerlinDeutschland,"Werbeagenturen
Internetagenturen
PR-
Agenturen",,http://try-no-agency.com/
Hopf Strategie,Denken. Machen.,"Für unsere Kunden aus den Bereichen Food & Beverage, Pharma und Lifestyle erarbeiten wir in den Bereichen Strategie und Kommunikation ganzheitliche, zeitgemäße und überraschende Lösungen, die wir sicher implementieren. Wir nennen das: DENKEN. MACHEN.","PR, Events, Beratung, Marken, Strategie, Social Media, Grafikdesign",2004,10—19,Hopf StrategieD-10777 BerlinDeutschland,"Eventagenturen
Internetagenturen
PR-
Agenturen",http://www.hopf-strategie.com/,http://www.hopf-strategie.com/
netzkind,Webdesign und Online Marketing für Berlin & Potsdam,"Netzkind ist eine junge und dynamische Digitalagentur im Herzen von Potsdam. Seit 2017 konzeptionieren, entwicklen und pushen wir digitale Marketinglösungen für unsere Kunden, um sie jeden Tag noch erfolgreicher zu machen. Dabei ist uns jede Herausforderung willkommen und wir arbeiten sowohl mit Startups und Selbstständigen, als auch mit kleinen und mittelständischen Unternehmen aus der Region.","Webdesign, Online Marketing, Digitalisierung, Webagentur",2017,5—9,netzkindD-14473 PotsdamDeutschland,"Werbeagenturen
Internetagenturen
PR-
Agenturen",https://netzkind.de/impressum,https://netzkind.de/
Fafalter GmbH,Werbeagentur,"Fafalter ist unabhängige, inhabergeführte Düsseldorfer Werbeagentur mit über 20 Jahren Erfahrung im Bereich Werbung, Webdesign, Verkaufsliteratur, Promotions, VKF-Aktionen und vieles mehr. Kreative Kommunikation, die ins Herz trifft und die Zielgruppe aktiviert, ist der Schlüssel allen Erfolgs. Die größte Herausforderung ist dabei, im Meer der Angebote positiv wie ein Leuchtturm hervorzustechen. Was nützt ein gutes Produkt, wenn es keiner kennt?! Damit Ihr Angebot gesehen und angenommen wird, dafür sind wir da.Wir entwickeln Ideen und setzen diese ohne Umwege in die Tat um. Die Basis für unseren Job: Wir begeistern uns für die Produkte unserer Kunden. Dabei setzten wir auf die Medien, die für Sie geeignet und im Rahmen des Budgets machbar sind: Online oder Offline, klassisch oder Social Media. Face-to-Face oder per Direct Mail. Der Mix macht es meistens aus.Unsere Kunden begleiten wir ab der ersten Planung, der Neuausrichtung oder im laufenden Geschäft – für Gesamtetats oder Teilaufgaben.",,1978,5—9,Fafalter GmbHD-40217 DüsseldorfDeutschland,"Werbeagenturen
Internetagenturen",http://www.fafalter.de/impressum/,http://www.fafalter.de/
komFOUR® GmbH & Co. KG,Leidenschaftliches DESIGN trifft auf intelligente LÖSUNGEN,"komFOUR ist eine erfolgreiche, etablierte Werbeagentur. Unser Fokus liegt auf der Endkunden-Kommunikation. komFOUR positioniert sich konsequent in der Lücke zwischen klassischen Full-Service-Agenturen, denen es mitunter an Verkaufs-Wissen mangelt und Vkf-Agenturen ohne größeren gestalterischen Anspruch. UNSERE ARBEIT: Kreativität und Verkaufs-Knowhow. Das vorrangige Ziel aller Werbeanstrengungen ist der Verkaufserfolg! Unsere Arbeit ist daher nie ein separater Prozess, sondern immer ein Teil der aktiven Verkaufsförderung für die Produkte und Leistungen unserer Kunden.Wir entwickeln Ideen und gestalten Werbe-Lösungen, die für direkte Kaufimpulse sorgen. Daher kümmern wir uns auch um die Produktion optimaler Werbemittel. Und sorgen dafür, dass die Werbebotschaft zielgerichtet in die Briefkästen oder auf die Bildschirme Ihrer Kunden gelangt.",,2009,5—9,komFOUR® GmbH & Co. KGD-73760 OstfildernDeutschland,"Werbeagenturen
Typografen/
Layouter
Corporate Designer",http://www.komfour.de/de/Impressum/,http://www.komfour.de/de/Home/
DGM Kommunikation GmbH,Kommunikation & Marketing-Software,"2 in 1: Kommunikation und Marketing-SoftwareDigitale Kompetenz gehört heute in das Portfolio jeder guten Agentur. Doch die Brücke zwischen Marketing und IT mit einer eigenen Software-Entwicklung zu schlagen, damit die Ideen schneller, individueller und internationaler umgesetzt werden, das ist unser USP.Mit über 50 Mitarbeitern an 3 Standorten und namhaften Kunden vom Blue-Chip bis zum Hidden Champion erarbeiten wir Kommunikations- und Software-Lösungen die Sie dort finden, wo Kaufentscheidungen fallen und Marketing noch viel effizienter werden kann: im Web, am POS, im Postfach und beim Vertrieb. Mit Expertise in Design für Web und Print, 3D, Werbetext und technischer Redaktion sowie Software-Entwicklung wird unser Portfolio jährlich interessanter – für Ideen und Services die funktionieren.",,1993,50—99,DGM Kommunikation GmbHD-70174 StuttgartDeutschland,"Werbeagenturen
Animation/
3D
Screendesign",http://www.dgm-kommunikation.de/impressum/,http://www.dgm-kommunikation.de/
newman media berlin,Full-Service Marketing Agentur,Individuell für jedes Projekt entwickeln wir zusammen mit Experten aus über 20 Jahre Erfahrung entstandenem Netzwerk neue Ideen für Marketingstrategien.,"Event Management, Marketing, PR, Social Media, Print, Online, SEO",,5—9,newman media berlinD-10777 BerlinDeutschland,"Eventagenturen
Internetagenturen
PR-
Agenturen",http://newman-media.de/impressum,http://newman-media.de/
Höhne Media Group,"DESIGN | MARKETING | WEB & APP | PRINT – Beratung, Service & Produktion","Full-Service Agenturgruppe aus Südwestfalen – NRWs stärkster Wirtschaftsregion. Beheimatet im Coworking Space OFFICE & FRIENDS – Team mit extrem familiären Strukturen, flexibles und eigenverantwortliches Arbeiten!","Corporate Design, Marketing, Brand Management, Brand Design, Webdesign, Webentwicklung, Creation, Marketingkonzeption, Printproduktion, Ux/ui Design",2013,10—19,Höhne Media GroupD-58640 IserlohnDeutschland,"Werbeagenturen
Werbung
Corporate Designer",http://hoehne-media.de/impressum,https://www.hoehne-media-group.de/
Umschreiben.de –Text umschreiben,Umschreibeservice – Service zum Umschreiben von Text,"Umschreiben.de bietet Studenten, Bloggern, Autoren und Unternehmen einen Service zum systematischen Satz für Satz Umschreiben von Text. Unterstützt werden beim Text-Umschreiben die Sprachen Deutsch, Englisch, Französisch, Spanisch sowie Italienisch.Unseren Umschreibeservice nutzen Studenten und Doktoranden zum Umschreiben von Text einer Masterarbeit, Bachelorarbeit, Seminararbeit, Hausarbeit sowie Facharbeit, Maturaarbeit und Dissertation. Es werden entweder einzelne Kapitel, Testpassagen oder aber ganze Arbeiten umgeschrieben.Unseren Service zum Umformulieren von Text nutzen Unternehmen für das Umschreiben von Website-Text, Blog-Texte bzw. Artikel, Onlineshop-Texte und Produktbeschreibungen sowie Anleitungen und andere Unternehmenstexten sowie Socialmedia-Content.Unser Express-Service ermöglicht das super schnelle Umschreiben von Text in 12h, 24h sowie über das Wochenende.Wir bieten ergänzend noch weitere Text-Services an:Lektorat & Korrekturlesen für Studenten und ihre Bachelorarbeit, Masterarbeit, Dissertation sowie Seminararbeit, Facharbeit und Hausarbeit.Plagiatsprüfung / Plagiatscheck für Abschlussarbeiten wie Bachelorarbeit und Masterarbeit.Übersetzungsservice für die Übersetzung von englischer Texte und Arbeiten, sowie von Abstract, Management Summary und Conclusion.Service für Formatierung und Layout einer Bachelorarbeit, Masterarbeit und Doktorarbeit, Hausarbeit und Maturaarbeit.","Umschreiben, Umschreibung, Umschreiben Lassen, Text Umschreiben, Umschreiber, Lektorat, Lektor, Korrekturlesen, Korrektur, Bachelorarbeit, Übersetzung, Übersetzen, Formatierung, Plagiatsprüfung",2014,10—19,Umschreiben.de –Text umschreibenD-10715 BerlinDeutschland,"Internetagenturen
Texter
Web-
Konzepter",https://www.umschreiben.de/impressum/,https://www.umschreiben.de/
